Date,Arkansas Nuclear 1,Arkansas Nuclear 2,Beaver Valley 1,Beaver Valley 2,Braidwood 1,Braidwood 2,Browns Ferry 1,Browns Ferry 2,Browns Ferry 3,Brunswick 1,Brunswick 2,Byron 1,Byron 2,Callaway,Calvert Cliffs 1,Calvert Cliffs 2,Catawba 1,Catawba 2,Clinton,Columbia Generating Station,Comanche Peak 1,Comanche Peak 2,Cooper,Crystal River 3,D.C. Cook 1,D.C. Cook 2,Davis-Besse,Diablo Canyon 1,Diablo Canyon 2,Dresden 2,Dresden 3,Duane Arnold,Farley 1,Farley 2,Fermi 2,FitzPatrick,Fort Calhoun,Ginna,Grand Gulf 1,Harris 1,Hatch 1,Hatch 2,Hope Creek 1,Indian Point 2,Indian Point 3,La Salle 1,La Salle 2,Limerick 1,Limerick 2,McGuire 1,McGuire 2,Millstone 2,Millstone 3,Monticello,Nine Mile Point 1,Nine Mile Point 2,North Anna 1,North Anna 2,Oconee 1,Oconee 2,Oconee 3,Oyster Creek,Palisades,Palo Verde 1,Palo Verde 2,Palo Verde 3,Peach Bottom 2,Peach Bottom 3,Perry 1,Pilgrim 1,Point Beach 1,Point Beach 2,Prairie Island 1,Prairie Island 2,Quad Cities 1,Quad Cities 2,River Bend 1,Robinson 2,Saint Lucie 1,Saint Lucie 2,Salem 1,Salem 2,San Onofre 2,San Onofre 3,Seabrook 1,Sequoyah 1,Sequoyah 2,South Texas 1,South Texas 2,Summer,Surry 1,Surry 2,Susquehanna 1,Susquehanna 2,Three Mile Island 1,Turkey Point 3,Turkey Point 4,Vermont Yankee,Vogtle 1,Vogtle 2,Waterford 3,Watts Bar 1,Watts Bar 2,Wolf Creek 1
10/8/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,96.00,99.00,81.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,4.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,100.00,100.00,100.00,0.00,100.00,100.00,97.00,100.00,94.00,82.00,100.00,0.00,100.00,100.00,100.00,100.00,99.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/9/10,100.00,100.00,0.00,100.00,0.00,100.00,92.00,100.00,100.00,65.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,95.00,98.00,79.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,95.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,32.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,100.00,100.00,100.00,0.00,100.00,100.00,44.00,100.00,95.00,82.00,100.00,0.00,100.00,100.00,100.00,100.00,99.00,100.00,75.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/10/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,65.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,97.00,98.00,40.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,40.00,100.00,74.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,85.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,97.00,100.00,99.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/11/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,99.00,94.00,97.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/12/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,97.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,82.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,96.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/13/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,96.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,96.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/14/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,16.00,96.00,0.00,100.00,100.00,2.00,100.00,100.00,100.00,0.00,100.00,100.00,96.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,81.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/15/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,91.00,96.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,95.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,43.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,95.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,93.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/16/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,95.00,96.00,0.00,100.00,99.00,0.00,100.00,100.00,100.00,0.00,100.00,78.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,31.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,96.00,0.00,100.00,0.00,100.00,98.00,100.00,100.00,93.00,100.00,62.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/17/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,95.00,96.00,0.00,100.00,99.00,1.00,100.00,100.00,100.00,0.00,100.00,89.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,14.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,92.00,100.00,96.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,8
10/18/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.00,0.00,97.00,95.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,93.00,96.00,0.00,100.00,99.00,25.00,100.00,100.00,100.00,0.00,100.00,70.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,13.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,91.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,0
10/19/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,93.00,96.00,0.00,100.00,99.00,73.00,100.00,100.00,100.00,0.00,100.00,65.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,100.00,100.00,0.00,30.00,100.00,100.00,98.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,2.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,91.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,96.00,100.00,100.00,100.00,,9
10/20/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.00,0.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,93.00,95.00,0.00,100.00,98.00,83.00,100.00,100.00,100.00,0.00,100.00,64.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,0.00,98.00,100.00,100.00,97.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,55.00,36.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,90.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,28
10/21/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.00,2.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,92.00,96.00,0.00,100.00,98.00,100.00,100.00,100.00,100.00,0.00,100.00,98.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,0.00,100.00,100.00,100.00,95.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,61.00,56.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,89.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,98.00,100.00,100.00,100.00,,100
10/22/10,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,15.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,92.00,95.00,0.00,100.00,98.00,100.00,100.00,100.00,100.00,0.00,100.00,92.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,1.00,100.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,61.00,45.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,88.00,100.00,99.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/23/10,100.00,100.00,0.00,100.00,0.00,100.00,38.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,99.00,40.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,93.00,95.00,0.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,99.00,99.00,0.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,98.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,88.00,100.00,99.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/24/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,92.00,100.00,100.00,100.00,100.00,100.00,85.00,97.00,92.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,92.00,0.00,0.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,52.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/25/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,76.00,100.00,91.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,98.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/26/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,52.00,100.00,91.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/27/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,91.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,99.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/28/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,99.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,90.00,0.00,0.00,100.00,0.00,100.00,95.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,99.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/29/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,90.00,0.00,0.00,100.00,0.00,99.00,99.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.00,100.00,100.00,7.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
10/30/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,50.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,89.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.00,100.00,100.00,20.00,100.00,100.00,100.00,0.00,98.00,29.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,47.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,98.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,99.00,85.00,100.00,0.00,100.00,100.00,94.00,100.00,100.00,100.00,,100
10/31/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,89.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,45.00,100.00,100.00,100.00,0.00,98.00,38.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,93.00,100.00,100.00,100.00,,100
11/1/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,42.00,100.00,100.00,100.00,0.00,0.00,75.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,80.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,98.00,94.00,100.00,0.00,100.00,100.00,93.00,100.00,100.00,100.00,,100
11/2/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,93.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,43.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,99.00,94.00,100.00,0.00,100.00,100.00,93.00,100.00,100.00,100.00,,100
11/3/10,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,27.00,100.00,0.00,0.00,0.00,94.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,42.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,99.00,94.00,100.00,0.00,100.00,100.00,93.00,100.00,100.00,100.00,,100
11/4/10,100.00,100.00,15.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,96.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,94.00,100.00,0.00,100.00,100.00,93.00,100.00,100.00,100.00,,100
11/5/10,100.00,100.00,61.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,75.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,70.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,47.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,0.00,98.00,99.00,94.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,,100
11/6/10,100.00,100.00,89.00,100.00,20.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,48.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,100.00,99.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,41.00,100.00,100.00,100.00,60.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,0.00,98.00,99.00,94.00,100.00,0.00,100.00,80.00,100.00,100.00,100.00,100.00,,100
11/7/10,100.00,100.00,100.00,100.00,61.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,85.00,100.00,100.00,97.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,45.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,0.00,100.00,96.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,0.00,98.00,99.00,94.00,100.00,0.00,100.00,81.00,100.00,100.00,100.00,100.00,,100
